Date,Adj Close,Close,High,Low,Open,Volume
2023-09-21,1830.4432373046875,1874.6500244140625,1909.6500244140625,1870.5,1877.4000244140625,624059
2023-09-22,1831.7613525390625,1876.0,1909.5,1866.199951171875,1881.949951171875,1007396
2023-09-25,1812.86767578125,1856.6500244140625,1886.1500244140625,1852.5,1880.0,699248
2023-09-26,1832.00537109375,1876.25,1899.0,1858.0,1859.0,633338
2023-09-27,1831.419677734375,1875.6500244140625,1894.0,1869.5999755859375,1887.9000244140625,668492
2023-09-28,1845.62646484375,1890.199951171875,1919.0,1876.699951171875,1878.449951171875,921883
2023-09-29,1887.173095703125,1932.75,1939.0,1888.9000244140625,1899.949951171875,462039
2023-10-03,1856.9041748046875,1901.75,1932.949951171875,1894.75,1932.75,731565
2023-10-04,1819.9954833984375,1863.949951171875,1897.800048828125,1855.0,1895.050048828125,1085861
2023-10-05,1806.6673583984375,1850.300048828125,1889.0,1846.0,1873.050048828125,370323
2023-10-06,1794.462158203125,1837.800048828125,1864.5,1821.0,1864.5,991191
2023-10-09,1764.632568359375,1807.25,1835.199951171875,1799.0,1835.1500244140625,775466
2023-10-10,1786.6995849609375,1829.8499755859375,1842.449951171875,1807.9000244140625,1807.9000244140625,721590
2023-10-11,1790.166015625,1833.4000244140625,1849.449951171875,1825.0,1839.5,600920
2023-10-12,1772.98095703125,1815.800048828125,1844.949951171875,1810.800048828125,1844.949951171875,598411
2023-10-13,1766.4876708984375,1809.1500244140625,1833.199951171875,1802.5,1815.0,345109
2023-10-16,1754.5753173828125,1796.949951171875,1820.0,1791.1500244140625,1814.949951171875,410841
2023-10-17,1745.4459228515625,1787.5999755859375,1810.449951171875,1783.1500244140625,1804.75,520373
2023-10-18,1743.9813232421875,1786.0999755859375,1810.0,1772.3499755859375,1797.9000244140625,535166
2023-10-19,1735.0469970703125,1776.949951171875,1787.9000244140625,1758.3499755859375,1787.9000244140625,485800
2023-10-20,1669.919921875,1710.25,1754.949951171875,1693.800048828125,1740.0,1602892
2023-10-23,1577.0626220703125,1615.1500244140625,1693.0,1602.699951171875,1693.0,1479531
2023-10-25,1547.33056640625,1584.699951171875,1615.0,1559.199951171875,1612.0,1740515
2023-10-26,1522.480712890625,1559.25,1571.6500244140625,1543.4000244140625,1567.0,1002839
2023-10-27,1570.0322265625,1607.949951171875,1614.25,1565.300048828125,1572.0,2036119
2023-10-30,1608.844970703125,1647.699951171875,1656.8499755859375,1601.0,1616.8499755859375,919616
2023-10-31,1624.0283203125,1663.25,1678.5999755859375,1636.0,1657.5999755859375,1467544
2023-11-01,1632.230224609375,1671.6500244140625,1687.0,1655.050048828125,1664.199951171875,463534
2023-11-02,1674.4114990234375,1714.8499755859375,1717.0,1678.25,1684.949951171875,896355
2023-11-03,1663.4267578125,1703.5999755859375,1723.050048828125,1694.050048828125,1714.949951171875,434636
2023-11-06,1696.8204345703125,1737.800048828125,1744.5999755859375,1705.800048828125,1712.949951171875,737712
2023-11-07,1668.699462890625,1709.0,1736.75,1705.050048828125,1736.75,627049
2023-11-08,1675.9737548828125,1716.449951171875,1735.6500244140625,1708.0,1714.800048828125,264051
2023-11-09,1666.8931884765625,1707.1500244140625,1725.449951171875,1702.4000244140625,1716.9000244140625,277248
2023-11-10,1668.406494140625,1708.699951171875,1717.8499755859375,1691.0,1706.699951171875,244826
2023-11-13,1666.84423828125,1707.0999755859375,1715.0999755859375,1678.699951171875,1708.050048828125,315877
2023-11-15,1644.5819091796875,1684.300048828125,1734.0,1681.550048828125,1711.25,986584
2023-11-16,1666.4049072265625,1706.6500244140625,1714.550048828125,1688.550048828125,1689.050048828125,523556
2023-11-17,1665.5260009765625,1705.75,1721.800048828125,1701.0,1708.0,737076
2023-11-20,1682.3204345703125,1722.949951171875,1728.9000244140625,1692.0,1713.6500244140625,900511
2023-11-21,1667.0396728515625,1707.300048828125,1734.0,1704.9000244140625,1730.0,660536
2023-11-22,1665.0379638671875,1705.25,1729.3499755859375,1692.0,1709.9000244140625,862890
2023-11-23,1677.0478515625,1717.550048828125,1720.75,1703.800048828125,1718.0,632911
2023-11-24,1683.1015625,1723.75,1769.300048828125,1715.0999755859375,1722.949951171875,2258443
2023-11-28,1643.80078125,1683.5,1728.0,1680.300048828125,1728.0,1494681
2023-11-29,1672.8004150390625,1713.199951171875,1719.5999755859375,1683.0999755859375,1692.0,1374620
2023-11-30,1665.330810546875,1705.550048828125,1736.699951171875,1685.949951171875,1725.0,17650692
2023-12-01,1620.70849609375,1659.8499755859375,1733.949951171875,1649.050048828125,1733.9000244140625,1666654
2023-12-04,1623.6376953125,1662.8499755859375,1700.0,1656.9000244140625,1700.0,619259
2023-12-05,1639.162841796875,1678.75,1681.6500244140625,1652.300048828125,1678.800048828125,621734
2023-12-06,1629.59375,1668.949951171875,1684.9000244140625,1659.0999755859375,1682.75,593405
2023-12-07,1666.4049072265625,1706.6500244140625,1715.550048828125,1665.199951171875,1674.6500244140625,893846
2023-12-08,1654.8831787109375,1694.8499755859375,1720.0,1677.0,1715.0,843230
2023-12-11,1666.7955322265625,1707.050048828125,1710.4000244140625,1695.0,1695.0,327107
2023-12-12,1697.3084716796875,1738.300048828125,1744.949951171875,1701.050048828125,1709.9000244140625,1332079
2023-12-13,1679.2447509765625,1719.800048828125,1752.0,1715.75,1752.0,500422
2023-12-14,1708.390869140625,1749.6500244140625,1757.550048828125,1721.0999755859375,1730.0,660902
2023-12-15,1770.588623046875,1813.3499755859375,1820.0,1753.050048828125,1763.0,1919310
2023-12-18,1765.9996337890625,1808.6500244140625,1842.0,1800.0,1840.0,876824
2023-12-19,1749.595703125,1791.8499755859375,1817.6500244140625,1782.25,1812.0,665516
2023-12-20,1664.4031982421875,1704.5999755859375,1802.050048828125,1697.1500244140625,1800.0,935231
2023-12-21,1688.178955078125,1728.949951171875,1740.300048828125,1688.050048828125,1705.300048828125,511339
2023-12-22,1689.3507080078125,1730.1500244140625,1756.0,1718.699951171875,1734.25,386580
2023-12-26,1694.8675537109375,1735.800048828125,1746.1500244140625,1721.300048828125,1728.0,234496
2023-12-27,1691.108154296875,1731.949951171875,1750.699951171875,1717.5,1745.0,310986
2023-12-28,1764.8277587890625,1807.449951171875,1830.0,1726.449951171875,1744.949951171875,1412545
2023-12-29,1728.553955078125,1770.300048828125,1809.5999755859375,1763.1500244140625,1797.449951171875,1065841
2024-01-01,1725.1851806640625,1766.8499755859375,1784.0,1756.0,1784.0,381834
2024-01-02,1698.724365234375,1739.75,1771.9000244140625,1735.0,1770.0,400171
2024-01-03,1708.732666015625,1750.0,1757.5,1730.5999755859375,1749.0,238662
2024-01-04,1724.745849609375,1766.4000244140625,1773.8499755859375,1744.5,1750.0,572327
2024-01-05,1716.9832763671875,1758.449951171875,1794.4000244140625,1739.0,1768.0,901783
2024-01-08,1678.805419921875,1719.3499755859375,1763.449951171875,1714.0999755859375,1760.0,280952
2024-01-09,1688.374267578125,1729.1500244140625,1747.949951171875,1723.25,1735.0,340843
2024-01-10,1677.8778076171875,1718.4000244140625,1737.050048828125,1698.0,1718.0999755859375,501923
2024-01-11,1675.8272705078125,1716.300048828125,1742.1500244140625,1698.6500244140625,1718.800048828125,1474994
2024-01-12,1703.1669921875,1744.300048828125,1775.0,1716.300048828125,1725.300048828125,1688219
2024-01-15,1711.661865234375,1753.0,1770.0,1730.0999755859375,1754.9000244140625,1967685
2024-01-16,1690.8154296875,1731.6500244140625,1764.0,1716.9000244140625,1749.949951171875,555077
2024-01-17,1657.4705810546875,1697.5,1740.0,1688.5,1715.0,941316
2024-01-18,1727.870361328125,1769.5999755859375,1801.949951171875,1690.800048828125,1697.0,4604722
2024-01-19,1696.771484375,1737.75,1804.9000244140625,1718.300048828125,1800.050048828125,3493574
2024-01-23,1663.9149169921875,1704.0999755859375,1757.800048828125,1692.199951171875,1740.0,868651
2024-01-24,1687.8861083984375,1728.6500244140625,1731.1500244140625,1690.800048828125,1709.300048828125,420843
2024-01-25,1676.1202392578125,1716.5999755859375,1731.550048828125,1703.5,1728.6500244140625,365596
2024-01-29,1673.09326171875,1713.5,1726.8499755859375,1706.550048828125,1713.0999755859375,436769
2024-01-30,1663.4755859375,1703.6500244140625,1728.949951171875,1700.0999755859375,1716.800048828125,327585
2024-01-31,1696.0880126953125,1737.050048828125,1741.800048828125,1701.800048828125,1710.5,454051
2024-02-01,1664.1103515625,1704.300048828125,1743.6500244140625,1692.0,1743.6500244140625,401889
2024-02-02,1658.642333984375,1698.699951171875,1725.0,1696.550048828125,1710.0,376792
2024-02-05,1643.458984375,1683.1500244140625,1712.300048828125,1676.800048828125,1705.0,410131
2024-02-06,1664.8426513671875,1705.050048828125,1708.0999755859375,1671.550048828125,1683.1500244140625,498733
2024-02-07,1654.0531005859375,1694.0,1715.0,1682.300048828125,1715.0,167847
2024-02-08,1718.350341796875,1759.8499755859375,1772.800048828125,1700.4000244140625,1700.4000244140625,2131671
2024-02-09,1719.32666015625,1760.8499755859375,1775.050048828125,1718.0,1770.949951171875,808998
2024-02-12,1684.2244873046875,1724.9000244140625,1782.449951171875,1712.949951171875,1768.6500244140625,368071
2024-02-13,1704.9244384765625,1746.0999755859375,1750.449951171875,1705.0,1725.949951171875,373890
2024-02-14,1711.368896484375,1752.699951171875,1759.0,1722.0,1722.0,256106
2024-02-15,1713.12646484375,1754.5,1766.949951171875,1738.0,1758.949951171875,243156
2024-02-16,1769.6123046875,1812.3499755859375,1829.0,1748.050048828125,1754.949951171875,1911155
2024-02-19,1772.68798828125,1815.5,1838.949951171875,1808.699951171875,1828.0,1179354
2024-02-20,1778.88818359375,1821.8499755859375,1842.8499755859375,1813.550048828125,1819.0,894471
2024-02-21,1752.96435546875,1795.300048828125,1838.0,1786.5,1830.0,606897
2024-02-22,1779.03466796875,1822.0,1835.0,1763.6500244140625,1800.449951171875,455473
2024-02-23,1781.524658203125,1824.550048828125,1848.699951171875,1818.550048828125,1830.0,545762
2024-02-26,1826.2445068359375,1870.3499755859375,1890.0,1813.4000244140625,1828.0,1275655
2024-02-27,1864.4713134765625,1909.5,1915.0,1869.949951171875,1870.3499755859375,1603806
2024-02-28,1867.8399658203125,1912.949951171875,1932.0,1901.800048828125,1911.949951171875,1194566
2024-02-29,1877.8482666015625,1923.199951171875,1937.0,1887.949951171875,1911.0,1710716
2024-03-01,1860.614501953125,1905.550048828125,1949.699951171875,1901.1500244140625,1928.1500244140625,526663
2024-03-04,1937.7515869140625,1984.550048828125,2014.0,1925.0,1925.0,2194110
2024-03-05,1947.3204345703125,1994.3499755859375,2006.9000244140625,1966.300048828125,1985.0,883772
2024-03-06,1944.9283447265625,1991.9000244140625,2003.949951171875,1940.0999755859375,1998.050048828125,935010
2024-03-07,1964.0660400390625,2011.5,2038.4000244140625,1977.050048828125,1990.0,1245000
2024-03-11,1908.4591064453125,1954.550048828125,2033.9000244140625,1946.550048828125,1998.5999755859375,820370
2024-03-12,1940.778564453125,1987.6500244140625,2006.300048828125,1944.3499755859375,1966.0,947277
2024-03-13,1841.135009765625,1885.5999755859375,1997.0,1861.0,1990.050048828125,702854
2024-03-14,1884.536865234375,1930.050048828125,1936.6500244140625,1815.949951171875,1870.0,814168
2024-03-15,1889.2236328125,1934.8499755859375,1954.5999755859375,1896.550048828125,1930.0,718014
2024-03-18,1916.3680419921875,1962.6500244140625,1972.949951171875,1902.5999755859375,1932.5,712910
2024-03-19,1865.2037353515625,1910.25,1965.949951171875,1904.550048828125,1959.050048828125,587021
2024-03-20,1843.7713623046875,1888.300048828125,1939.0,1852.5999755859375,1919.199951171875,643347
2024-03-21,1863.2020263671875,1908.199951171875,1919.300048828125,1875.6500244140625,1909.0,440321
2024-03-22,1877.3114013671875,1922.6500244140625,1932.449951171875,1900.25,1930.0,478386
2024-03-26,1901.6728515625,1947.5999755859375,1957.199951171875,1912.050048828125,1922.6500244140625,469695
2024-03-27,1926.6204833984375,1973.1500244140625,1996.4000244140625,1933.8499755859375,1948.5999755859375,568678
2024-03-28,1962.991943359375,2010.4000244140625,2017.699951171875,1957.6500244140625,1973.1500244140625,792545
2024-04-01,1988.525390625,2036.550048828125,2050.699951171875,2012.5,2021.0,649428
2024-04-02,2024.94580078125,2073.85009765625,2083.0,2037.949951171875,2043.8499755859375,581309
2024-04-03,2005.66162109375,2054.10009765625,2084.64990234375,2049.14990234375,2068.949951171875,724183
2024-04-04,2009.0301513671875,2057.550048828125,2079.5,2051.39990234375,2057.0,513272
2024-04-05,2013.179931640625,2061.800048828125,2065.14990234375,2027.0,2059.0,768390
2024-04-08,1999.949462890625,2048.25,2073.10009765625,2039.1500244140625,2063.949951171875,214289
2024-04-09,1965.18896484375,2012.6500244140625,2058.60009765625,2003.3499755859375,2055.0,488171
2024-04-10,1924.081787109375,1970.550048828125,2020.0,1969.050048828125,2020.0,365580
2024-04-12,1899.573486328125,1945.449951171875,1984.1500244140625,1937.1500244140625,1975.0,601527
2024-04-15,1864.1783447265625,1909.199951171875,1969.9000244140625,1904.449951171875,1939.9000244140625,574096
2024-04-16,1839.32861328125,1883.75,1915.0,1870.0,1899.199951171875,520016
2024-04-18,1810.377685546875,1854.0999755859375,1924.300048828125,1837.3499755859375,1853.0,2078642
2024-04-19,1713.8099365234375,1755.199951171875,1849.9000244140625,1741.0999755859375,1849.9000244140625,2968937
2024-04-22,1682.3204345703125,1722.949951171875,1773.25,1711.0,1762.0,1774498
2024-04-23,1703.8016357421875,1744.949951171875,1762.949951171875,1730.050048828125,1735.0,821183
2024-04-24,1704.9244384765625,1746.0999755859375,1756.949951171875,1740.0,1754.050048828125,476505
2024-04-25,1702.288330078125,1743.4000244140625,1752.25,1721.050048828125,1746.0999755859375,519313
2024-04-26,1715.225830078125,1756.6500244140625,1764.8499755859375,1738.050048828125,1755.0,316817
2024-04-29,1692.8658447265625,1733.75,1768.0,1715.300048828125,1756.6500244140625,510632
2024-04-30,1689.0577392578125,1729.8499755859375,1758.0,1725.0,1736.449951171875,469868
2024-05-02,1702.5811767578125,1743.699951171875,1750.1500244140625,1728.199951171875,1731.0,302126
2024-05-03,1681.148681640625,1721.75,1758.5,1712.199951171875,1758.5,343210
2024-05-06,1683.8338623046875,1724.5,1731.949951171875,1707.0999755859375,1730.6500244140625,264859
2024-05-07,1679.29345703125,1719.8499755859375,1733.0,1712.0,1727.800048828125,442393
2024-05-08,1715.4210205078125,1756.8499755859375,1773.5,1707.050048828125,1718.0,697275
2024-05-09,1685.3961181640625,1726.0999755859375,1772.0,1720.0999755859375,1765.0,345276
2024-05-10,1700.9700927734375,1742.050048828125,1748.9000244140625,1714.5,1725.0,207663
2024-05-13,1702.0928955078125,1743.199951171875,1748.5999755859375,1712.0,1740.0,179448
2024-05-14,1728.456298828125,1770.199951171875,1777.199951171875,1732.449951171875,1747.949951171875,360123
2024-05-15,1727.1380615234375,1768.8499755859375,1781.699951171875,1752.0,1779.949951171875,259897
2024-05-16,1762.8748779296875,1805.449951171875,1813.0,1770.6500244140625,1775.0,682620
2024-05-17,1759.5552978515625,1802.050048828125,1810.3499755859375,1790.75,1794.25,300442
2024-05-21,1777.960693359375,1820.9000244140625,1830.3499755859375,1800.5,1812.0,421584
2024-05-22,1774.933837890625,1817.800048828125,1830.0,1794.5999755859375,1829.6500244140625,265165
2024-05-23,1791.337646484375,1834.5999755859375,1845.0,1821.5,1835.0,286711
2024-05-24,1795.1944580078125,1838.550048828125,1845.0,1826.25,1837.0,194443
2024-05-27,1775.6173095703125,1818.5,1842.4000244140625,1806.949951171875,1840.0,264144
2024-05-28,1757.3094482421875,1799.75,1828.0999755859375,1781.0999755859375,1823.949951171875,373270
2024-05-29,1748.228759765625,1790.449951171875,1808.800048828125,1785.0,1785.0,205857
2024-05-30,1721.133056640625,1762.699951171875,1796.449951171875,1756.050048828125,1785.4000244140625,283686
2024-05-31,1736.3653564453125,1778.300048828125,1784.0,1761.6500244140625,1769.0,592937
2024-06-03,1733.38720703125,1775.25,1821.4000244140625,1769.050048828125,1804.949951171875,1016552
2024-06-04,1628.910400390625,1668.25,1771.449951171875,1585.550048828125,1771.449951171875,889190
2024-06-05,1707.0726318359375,1748.300048828125,1755.699951171875,1655.6500244140625,1670.0,660369
2024-06-06,1748.86328125,1791.0999755859375,1799.0,1748.0,1748.300048828125,375930
2024-06-07,1770.0029296875,1812.75,1817.75,1780.0999755859375,1799.0,406704
2024-06-10,1815.1622314453125,1859.0,1877.5999755859375,1819.25,1829.0,1139930
2024-06-11,1834.4464111328125,1878.75,1909.0,1851.0,1865.0,573625
2024-06-12,1852.26611328125,1897.0,1917.1500244140625,1887.949951171875,1895.0,666238
2024-06-13,1832.73779296875,1877.0,1926.0,1865.0,1926.0,732633
2024-06-14,1824.340576171875,1868.4000244140625,1885.800048828125,1860.550048828125,1882.050048828125,276056
2024-06-18,1824.1451416015625,1868.199951171875,1878.199951171875,1855.0999755859375,1875.800048828125,342146
2024-06-19,1788.066650390625,1831.25,1872.449951171875,1827.8499755859375,1871.0,516880
2024-06-20,1821.2159423828125,1865.199951171875,1880.0,1818.9000244140625,1834.949951171875,531539
2024-06-21,1802.224609375,1845.75,1877.949951171875,1840.0,1870.0,364804
2024-06-24,1805.73974609375,1849.3499755859375,1856.4000244140625,1829.050048828125,1845.050048828125,188241
2024-06-25,1794.1693115234375,1837.5,1865.949951171875,1827.8499755859375,1853.949951171875,215959
2024-06-26,1798.1724853515625,1841.5999755859375,1864.449951171875,1820.1500244140625,1838.0,371714
2024-06-27,1814.576416015625,1858.4000244140625,1878.949951171875,1832.0999755859375,1841.800048828125,426729
2024-06-28,1810.719482421875,1854.449951171875,1883.9000244140625,1842.0999755859375,1868.0,343288
2024-07-01,1828.55322265625,1855.8499755859375,1868.0999755859375,1838.050048828125,1846.449951171875,220507
2024-07-02,1861.7083740234375,1889.5,1905.5,1836.550048828125,1857.0,1280752
2024-07-03,1866.881103515625,1894.75,1902.0,1870.050048828125,1894.6500244140625,651064
2024-07-04,1848.7025146484375,1876.300048828125,1900.0,1874.300048828125,1896.0,391028
2024-07-05,1860.526123046875,1888.300048828125,1893.0,1873.199951171875,1878.699951171875,247619
2024-07-08,1829.8834228515625,1857.199951171875,1892.949951171875,1840.0,1888.300048828125,269813
2024-07-09,1816.6312255859375,1843.75,1871.5,1824.0,1853.0,482737
2024-07-10,1827.469482421875,1854.75,1863.199951171875,1810.050048828125,1853.5,248412
2024-07-11,1841.5098876953125,1869.0,1872.0,1843.050048828125,1858.949951171875,262273
2024-07-12,1832.149658203125,1859.5,1875.0,1855.0,1873.699951171875,172882
2024-07-15,1843.6282958984375,1871.1500244140625,1882.949951171875,1850.0,1863.050048828125,183187
2024-07-16,1823.823974609375,1851.050048828125,1882.949951171875,1846.550048828125,1871.1500244140625,223941
2024-07-18,1842.9384765625,1870.449951171875,1888.0,1825.550048828125,1835.0,856144
2024-07-19,1762.095458984375,1788.4000244140625,1883.9000244140625,1780.050048828125,1875.0,1554675
2024-07-22,1759.43505859375,1785.699951171875,1817.949951171875,1767.25,1785.050048828125,605985
2024-07-23,1759.287353515625,1785.550048828125,1802.25,1720.050048828125,1795.050048828125,476069
2024-07-24,1821.3114013671875,1848.5,1858.199951171875,1774.550048828125,1787.0,794721
2024-07-25,1804.4136962890625,1831.3499755859375,1846.3499755859375,1816.6500244140625,1825.0,287249
2024-07-26,1858.6539306640625,1886.4000244140625,1893.949951171875,1835.0999755859375,1842.0,588627
2024-07-29,1848.0128173828125,1875.5999755859375,1895.0,1863.0,1894.949951171875,388102
2024-07-30,1879.443603515625,1907.5,1931.699951171875,1876.5999755859375,1885.0,1307192
2024-07-31,1961.4691162109375,1990.75,2004.5,1910.0,1910.0,2224136
2024-08-01,1941.86181640625,1970.8499755859375,2005.8499755859375,1956.6500244140625,1992.75,601244
2024-08-02,1922.648681640625,1951.3499755859375,1989.949951171875,1929.6500244140625,1954.0,476193
2024-08-05,1842.4459228515625,1869.949951171875,1939.0,1858.0,1897.4000244140625,527971
2024-08-06,1814.611328125,1841.699951171875,1911.5,1835.550048828125,1880.300048828125,273051
2024-08-07,1849.1458740234375,1876.75,1885.0,1844.8499755859375,1860.0,470443
2024-08-08,1827.22314453125,1854.5,1889.050048828125,1851.050048828125,1880.0,218275
2024-08-09,1859.73779296875,1887.5,1905.949951171875,1863.050048828125,1866.449951171875,249046
2024-08-12,1858.998779296875,1886.75,1900.1500244140625,1852.5,1870.3499755859375,356132
2024-08-13,1822.2474365234375,1849.449951171875,1889.449951171875,1837.9000244140625,1885.949951171875,179437
2024-08-14,1806.38427734375,1833.3499755859375,1857.949951171875,1814.9000244140625,1849.449951171875,237215
2024-08-16,1837.174560546875,1864.5999755859375,1870.0,1840.1500244140625,1842.949951171875,146375
2024-08-19,1843.726806640625,1871.25,1883.699951171875,1864.8499755859375,1864.8499755859375,170949
2024-08-20,1851.80615234375,1879.449951171875,1887.0,1866.3499755859375,1875.0,405109
2024-08-21,1859.3436279296875,1887.0999755859375,1892.449951171875,1865.199951171875,1879.050048828125,193195
2024-08-22,1890.72509765625,1918.949951171875,1931.75,1887.300048828125,1891.9000244140625,354780
2024-08-23,1878.8524169921875,1906.9000244140625,1934.3499755859375,1901.0,1929.9000244140625,186732
2024-08-26,1919.05224609375,1947.699951171875,1953.699951171875,1911.199951171875,1915.5,464678
2024-08-27,1917.525146484375,1946.1500244140625,1965.0,1926.550048828125,1955.0,262769
2024-08-28,1900.134765625,1928.5,1974.800048828125,1923.5999755859375,1957.0,508814
2024-08-29,1904.519287109375,1932.949951171875,1949.0,1908.1500244140625,1932.0,163374
2024-08-30,1932.994140625,1961.8499755859375,1981.0,1932.949951171875,1943.9000244140625,787434
2024-09-02,1936.294921875,1965.199951171875,1973.5999755859375,1943.449951171875,1963.050048828125,305124
2024-09-03,1952.305908203125,1981.449951171875,2019.9000244140625,1963.0,1965.199951171875,597370
2024-09-04,1923.3875732421875,1952.0999755859375,1969.199951171875,1944.050048828125,1960.0,178351
2024-09-05,1948.0692138671875,1977.1500244140625,1988.550048828125,1943.699951171875,1961.0,216620
2024-09-06,1912.795654296875,1941.3499755859375,1979.9000244140625,1939.0,1972.300048828125,180122
2024-09-09,1897.523681640625,1925.8499755859375,1934.6500244140625,1909.4000244140625,1924.0,224997
2024-09-10,1967.9228515625,1997.300048828125,2006.0,1930.0,1935.949951171875,1071168
2024-09-11,1953.48828125,1982.6500244140625,2030.0,1977.0999755859375,2010.0,924112
2024-09-12,1991.717529296875,2021.449951171875,2032.199951171875,1981.0,1990.949951171875,1491829
2024-09-13,2029.8975830078125,2060.199951171875,2070.0,2022.550048828125,2033.9000244140625,1011923
2024-09-16,2017.3843994140625,2047.5,2079.0,2040.0,2074.0,173824
2024-09-17,2000.092529296875,2029.949951171875,2047.5,2007.5,2036.0,285534
2024-09-18,1965.755126953125,1995.0999755859375,2029.9000244140625,1977.0999755859375,2021.0999755859375,226556
2024-09-19,1946.1971435546875,1975.25,2028.949951171875,1948.0,2000.0,501366
2024-09-20,1939.0537109375,1968.0,1986.9000244140625,1942.199951171875,1985.5999755859375,372956
2024-09-23,1978.2191162109375,2007.75,2025.0,1978.050048828125,1978.050048828125,319324
2024-09-24,1993.1954345703125,2022.949951171875,2042.0,2010.050048828125,2012.800048828125,435601
2024-09-25,2096.40478515625,2127.699951171875,2134.35009765625,2012.0999755859375,2025.0,2690694
2024-09-26,2113.59814453125,2145.14990234375,2158.800048828125,2116.0,2140.0,1742981
2024-09-27,2095.173095703125,2126.449951171875,2168.0,2120.10009765625,2145.0,504339
2024-09-30,2103.35107421875,2134.75,2142.89990234375,2094.10009765625,2118.0,474793
2024-10-01,2126.998046875,2158.75,2175.0,2131.64990234375,2143.0,826483
2024-10-03,2111.578369140625,2143.10009765625,2175.0,2101.14990234375,2120.0,673756
2024-10-04,2051.42626953125,2082.050048828125,2157.699951171875,2072.199951171875,2143.0,469613
2024-10-07,1950.877197265625,1980.0,2096.39990234375,1968.5999755859375,2082.050048828125,520672
2024-10-08,1974.672119140625,2004.1500244140625,2024.0,1970.0,1980.0,266871
2024-10-09,1920.6781005859375,1949.3499755859375,2013.050048828125,1945.0,2005.0,309945
2024-10-10,1923.092041015625,1951.800048828125,1984.300048828125,1945.0,1953.0,417120
2024-10-11,1934.8662109375,1963.75,1993.699951171875,1954.949951171875,1955.300048828125,333881
2024-10-14,1922.648681640625,1951.3499755859375,1974.0999755859375,1935.0,1963.75,171601
2024-10-15,1902.8935546875,1931.300048828125,1955.5,1910.199951171875,1951.0,342243
2024-10-16,1894.1737060546875,1922.449951171875,1950.0,1908.0,1934.949951171875,210463
2024-10-17,1803.1328125,1830.050048828125,1929.0,1811.0,1929.0,1131344
2024-10-18,1845.4510498046875,1873.0,1880.699951171875,1808.0999755859375,1819.0,669944
2024-10-21,1825.597412109375,1852.8499755859375,1906.0,1848.199951171875,1873.050048828125,326575
2024-10-22,1772.7364501953125,1799.199951171875,1867.949951171875,1793.1500244140625,1854.949951171875,365598
2024-10-23,1752.8829345703125,1779.050048828125,1827.9000244140625,1772.0999755859375,1790.0,262322
2024-10-24,1760.7159423828125,1787.0,1841.949951171875,1773.75,1799.0,780077
2024-10-25,1751.4542236328125,1777.5999755859375,1792.449951171875,1738.050048828125,1787.25,405214
2024-10-28,1761.060791015625,1787.3499755859375,1813.3499755859375,1769.199951171875,1779.0999755859375,213902
2024-10-29,1757.8094482421875,1784.050048828125,1798.4000244140625,1761.4000244140625,1796.800048828125,331846
2024-10-30,1760.86376953125,1787.1500244140625,1825.0,1769.0,1780.0,383592
2024-10-31,1748.547607421875,1774.6500244140625,1792.0999755859375,1747.1500244140625,1792.0999755859375,556947
2024-11-01,1764.4600830078125,1790.800048828125,1797.449951171875,1778.5,1795.0,41081
2024-11-04,1720.663818359375,1746.3499755859375,1787.9000244140625,1724.0,1781.050048828125,368439
2024-11-05,1730.2213134765625,1756.050048828125,1760.0,1715.050048828125,1745.0,240637
2024-11-06,1782.441650390625,1809.050048828125,1815.199951171875,1754.800048828125,1759.5999755859375,379098
2024-11-07,1779.239501953125,1805.800048828125,1829.0999755859375,1799.0999755859375,1812.0,334850
2024-11-08,1748.547607421875,1774.6500244140625,1812.0,1766.0,1809.0,129546
2024-11-11,1741.9461669921875,1767.949951171875,1794.75,1750.699951171875,1766.0,124439
2024-11-12,1733.768310546875,1759.6500244140625,1794.8499755859375,1753.0,1776.0,149047
2024-11-13,1719.4322509765625,1745.0999755859375,1779.75,1737.0,1759.6500244140625,447599
2024-11-14,1724.1617431640625,1749.9000244140625,1777.3499755859375,1740.199951171875,1740.199951171875,121569
2024-11-18,1701.943359375,1727.3499755859375,1755.800048828125,1715.199951171875,1749.9000244140625,227643
2024-11-19,1711.15576171875,1736.699951171875,1773.0,1721.0,1727.25,162668
2024-11-21,1686.375732421875,1711.550048828125,1733.8499755859375,1699.25,1725.050048828125,126914
2024-11-22,1712.58447265625,1738.1500244140625,1744.75,1701.0,1712.0,162339
2024-11-25,1757.858642578125,1784.0999755859375,1791.199951171875,1751.0,1751.0,506465
2024-11-26,1739.0888671875,1765.050048828125,1817.25,1762.0,1790.0,241531
2024-11-27,1737.0689697265625,1763.0,1775.199951171875,1744.550048828125,1772.800048828125,148132
2024-11-28,1719.4322509765625,1745.0999755859375,1765.3499755859375,1728.1500244140625,1757.1500244140625,460400
2024-11-29,1729.28515625,1755.0999755859375,1759.0999755859375,1729.199951171875,1730.0,351952
2024-12-02,1765.790283203125,1792.1500244140625,1798.3499755859375,1741.699951171875,1755.0999755859375,173554
2024-12-03,1781.30859375,1807.9000244140625,1815.300048828125,1790.300048828125,1805.0,445536
2024-12-04,1774.3623046875,1800.8499755859375,1822.75,1790.0,1807.9000244140625,293897
2024-12-05,1779.140869140625,1805.699951171875,1814.949951171875,1789.0,1814.0,196144
